NOMREG;NOMDEP;FERME;ANNREOUV;NOM DU MUSEE;ADR;CP;VILLE;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE
PICARDIE;SOMME;NON;;Musée Boucher-de-Perthes;24, Rue Gontier-Patin;80100;ABBEVILLE;Site de la ville;;9-12,14-17
PICARDIE;SOMME;NON;;Musée Départemental de l'Abbaye de Saint-Riquier;B.P. 40003 Saint-Riquier;80146;ABBEVILLE Cedex;www.somme.fr;01/11-01/04;10-12,14-18
PICARDIE;SOMME;NON;;Musée de l'Hôtel de Berny;36, Rue Victor Hugo;80000;AMIENS;www.amiens.com;;13-18
PICARDIE;SOMME;OUI;;Muséum d'histoire naturelle;;80000;AMIENS;;01/01,01/04,25/12;13-18
PICARDIE;SOMME;NON;;Musée de Picardie;48, Rue de la République;80000;AMIENS;www.amiens.fr/musees;;sept-18
PICARDIE;SOMME;NON;;Musée Lombart;7, Rue du Musée;80600;DOULLENS;http://mairie-doullens.pagesperso-orange.fr/zone1/pageLibre00010098.html;24/12,25/12,11/11;10-12,14-18
PICARDIE;SOMME;NON;;Musée-Historial de la Grande Guerre;Château de Péronne B.P. 20063;80201;PERONNE Cédex;www.historial.org;24/12,25/12;sept-18
PICARDIE;SOMME;NON;;Musée Alfred Danicourt;Hôtel de Ville B.P. 20045;80201;PERONNE Cédex;Site internet de la ville www.ville-peronne.fr ou http://www.haute-somme.com/danicourt/;11/11,01/12-01/04;10-12:30,13:30-18
POITOU-CHARENTES;CHARENTE;NON;;Musée des Beaux-Arts;1, rue de Friedland;16000;ANGOULEME;Site collectif du CMPC : www.Alienor.org;01/01,01/04,25/12;
POITOU-CHARENTES;CHARENTE;NON;;Musée Archéologique et Historique;44, Rue de Montmoreau;16000;ANGOULEME;site de société archéologique - www.archeologie-charente.com;24/12,25/12;
POITOU-CHARENTES;CHARENTE;NON;;Atelier - Musée du Papier;134, Rue de Bordeaux;16000;ANGOULEME;www.alienor.org;01/11-01/04;
POITOU-CHARENTES;CHARENTE;NON;;Musée de la Bande Dessinée - Centre National de la Bande Dessinée et de l'Image;121, Rue de Bordeaux B.P. 72308;16023;ANGOULEME Cedex;www.cnbdi.fr ou www.alienor.org;01/11-01/04;13-18
POITOU-CHARENTES;CHARENTE;NON;;Musée des Arts du Cognac;Les Remparts Place de la Salle Verte;16100;COGNAC;www.musees-cognac.fr;;10-12:30,13:30-18
POITOU-CHARENTES;CHARENTE;NON;;Musée Municipal de Cognac;48, Bd Denfert Rochereau;16100;COGNAC;www.musees-cognac.fr;;13-18
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée de la Mytiliculture;Parvis de l'Eglise;17137;ESNANDES;http://www.maisons.parc-marais-poitevin.fr/maison-de-la-mytiliculture/;01/11-01/04;13-18
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée Régional de Fouras;B.P. 75 Place du Sémaphore;17450;FOURAS;http://musee.fouras.assoc.pagespro-orange.fr/;;9-12,14-17
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée Napoléonien et Africain;Rue Napoléon;17123;ILE D'AIX;www.musees-nationaux-napoleoniens.org/index.htm;;10-12:30,13:30-18
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée Protestant;2, Rue Saint-Michel;17000;LA ROCHELLE;www.protestantisme-museelarochelle.fr;01/11-01/04;sept-18
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Muséum d'Histoire Naturelle;28, Rue Albert 1er;17000;LA ROCHELLE;http://www.museum-larochelle.fr;24/12,25/12,11/11;9-12,14-17
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée d'Orbigny-Bernon;2, Rue Saint-Côme;17000;LA ROCHELLE; www.alienor.org;;13-18
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée des Beaux-Arts;28, Rue Gargoulleau;17000;LA ROCHELLE;www.alienor.org;;
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée du Nouveau Monde;10, Rue Fleuriau;17000;LA ROCHELLE;www.alienor.org;;
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée Cappon;62, Rue d'Aligre BP 16;17230;MARANS;www.alienor.org;24/12,25/12,11/11;
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée de la Maison de Pierre Loti;141, Rue Pierre Loti;17300;ROCHEFORT;Site de la ville - www.ville-rochefort.fr;;sept-18
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Hôtel Hèbre de Saint-Clément - Musée d'Art et d'Histoire;63-65 avenue de Gaulle;17300;ROCHEFORT;Site de la ville;;
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée National de la Marine;Hôtel de Cheusses 1, Place de La Galissonnière;17300;ROCHEFORT;www.musee-marine.fr;;sept-18
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée Municipal des Cordeliers;9, Rue Régnaud;17400;SAINT-JEAN-D'ANGELY;www.alienor.org;;10-12,14-18
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée Ernest Cognacq;Hôtel de Clerjotte 13, avenue Victor Bouthillier;17410;SAINT-MARTIN-DE-RE;www. ou www.saint-martin-de-re.fr;11/11,01/12-01/04;9-12,14-17
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée de l'Echevinage;29 ter, Rue Alsace-Lorraine;17100;SAINTES;www.ville-saintes.fr ou www.alienor.org;24/12,25/12;10-12:30,13:30-18
POITOU-CHARENTES;CHARENTE-MARITIME;OUI;;Musée du Présidial;28, Rue Victor Hugo;17100;SAINTES;www.ville-saintes.fr ou www.alienor.org;;10-12,14-18
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée Archéologique;Esplanade André Malraux;17100;SAINTES;www.alienor.org;11/11,01/12-01/04;sept-18
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée Dupuy-Mestreau;4 rue Monconseil;17100;SAINTES;www.alienor.org;;
POITOU-CHARENTES;CHARENTE-MARITIME;NON;;Musée de l'Ile d'Oléron;9, Place Gambetta;17310;ST-PIERRE D'OLERON;www.oleron-nature-culture.com ou www.alienor.org;;10-12,14-18
POITOU-CHARENTES;DEUX-SEVRES;NON;;Musée des Tumulus de Bougon;"Lieu dit ""La Chapelle""";79800;BOUGON;www.alienor.org ou www.deux-sevres.com/culture/musee-bougon/index.asp;;13-18
POITOU-CHARENTES;DEUX-SEVRES;NON;;Musée Municipal;Place de l'Hôtel de Ville;79300;BRESSUIRE;www.alienor.org;;9-12,14-17
POITOU-CHARENTES;DEUX-SEVRES;NON;;Musée Bernard d’Agesci;28, avenue de Limoges;79000;NIORT;;11/11,01/12-01/04;sept-18
POITOU-CHARENTES;DEUX-SEVRES;OUI;;Musée d'Histoire Naturelle;28, avenue de Limoges;79000;NIORT;;24/12,25/12;10-12:30,13:30-18
POITOU-CHARENTES;DEUX-SEVRES;OUI;;Musée ethnographique et archéologique du Donjon;Rue Duguesclin;79000;NIORT;www.alienor.org;24/12,25/12,11/11;13-18
POITOU-CHARENTES;DEUX-SEVRES;NON;;Musée d'Art et d'Histoire Georges Turpin;1, Rue de la Vau Saint-Jacques;79200;PARTHENAY;www.alienor.org ou www.cc-parthenay.fr/Patrimoine/Musee/presentation/present-2.htm;;
POITOU-CHARENTES;DEUX-SEVRES;OUI;;Musée - Conservatoire du Machinisme et des Pratiques Agricoles;Aire Poitou-Charentes de Vouillé Aiffres;79230;PRAHECQ;http://museeruralies.free.fr;;10-12,14-18
POITOU-CHARENTES;DEUX-SEVRES;NON;;Musée Henri Barré;Mairie de Thouars B.P. 183;79103;THOUARS;www.ville-thouars.fr/vah/;24/12,25/12;sept-18
POITOU-CHARENTES;VIENNE;OUI;;Musée Municipal de l'Hôtel de Sully;14, Rue Sully;86100;CHATELLERAULT;www.alienor.org;;10-12:30,13:30-18
POITOU-CHARENTES;VIENNE;NON;;Musée de la Moto, de l'Automobile et du Vélo;La Manu 3, Rue Clément Krebs;86100;CHATELLERAULT;www.alienor.org;01/01,01/04,25/12;10-12:30,13:30-18
POITOU-CHARENTES;VIENNE;NON;;Musée des Traditions Populaires et d'Archéologie;3, Rue St-Pierre B.P. 64;86300;CHAUVIGNY;www.chauvigny-patrimoine.fr;24/12,25/12;sept-18
POITOU-CHARENTES;VIENNE;NON;;Musée Municipal de Civray;Office du tourisme Place du Général Leclerc;86400;CIVRAY;;01/11-01/04;10-12:30,13:30-18
POITOU-CHARENTES;VIENNE;NON;;Musée Charbonneau-Lassay;Rue du Martray;86200;LOUDUN;www.alienor.org;;
POITOU-CHARENTES;VIENNE;NON;;Musée de Préhistoire Raymond Touchard;La Sabline 21, Route de Montmorillon B.P. 23;86320;LUSSAC-LES-CHATEAUX;www.lasabline.fr ou www.lussac-les-chateaux.fr;01/11-01/04;9-12,14-17
POITOU-CHARENTES;VIENNE;OUI;;Musée Municipal de la Maison-Dieu;6, Rue des Augustins;86500;MONTMORILLON;;;sept-18
POITOU-CHARENTES;VIENNE;NON;;Musée Sainte-Croix;3 bis, Rue Jean Jaurès;86000;POITIERS;www.musees-poitiers.org ou www.alienor.org;;9-12,14-17
POITOU-CHARENTES;VIENNE;OUI;;Musée de l'hypogée des Dunes;101 Rue du Père-de-la-Croix;86000;POITIERS;www.musees-poitiers.org;;10-12,14-18
POITOU-CHARENTES;VIENNE;OUI;;Musée Rupert de Chièvres;9, Rue Victor Hugo;86000;POITIERS;www.musees.poitiers.org ou www.alienor.org;;13-18
POITOU-CHARENTES;VIENNE;NON;;Musée du baptistère Saint-Jean;Société des Antiquaires de l'Ouest B.P. 179;86004;POITIERS Cedex;www.musees-poitiers.org ou www.alienor.org;01/01,01/04,25/12;10-12,14-18
POITOU-CHARENTES;VIENNE;NON;;Collection d'Histoire Naturelle;1, Place de la Cathédrale CS 80964;86038;POITIERS Cedex;www.maison-des-sciences.org/;01/11-01/04;sept-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;NON;;Musée de la vallée;"Villa ""La Sapinière"" 10, Avenue de la Libération";4400;BARCELONNETTE;site de la ville - www.barcelonnette.com;;sept-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;NON;;Musée Gassendi;64, Bd Gassendi;4000;DIGNE-LES-BAINS;www.musee-gassendi.org;11/11,01/12-01/04;10-12:30,13:30-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;OUI;;Musée Municipal;1, Place du Bourguet;4300;FORCALQUIER;www.ville-forcalquier.fr/service-culturel.html;24/12,25/12;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;NON;;Musée de Salagon;Prieuré de Salagon;4300;MANE;www.musee-de-salagon.com;;9-12,14-17
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;OUI;2016;Musée de la Faïence;Espace Christiane Vivier;4360;MOUSTIERS-STE-MARIE;http://www.moustiers.eu/?Le-musee#;01/11-01/04;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;NON;;Musée départemental de préhistoire;Route de Montmeyan;4500;QUINSON;www.museeprehistoire.com;;sept-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;NON;;Musée Archéologique;Mairie de Riez;4500;RIEZ-LA-ROMAINE;;;9-12,14-17
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;NON;;Musée du vieux Sisteron;Place de la République B.P. 100;4203;SISTERON Cedex;;01/01,01/04,25/12;10-12:30,13:30-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;NON;;Musée archéologique;Mairie de Vachères;4110;VACHERES;;11/11,01/12-01/04;9-12,14-17
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée Picasso;Direction des musées 4, rue des Cordiers;6600;ANTIBES;www.antibes-juanlespins.com;;9-12,14-17
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée d'Histoire et d'Archéologie;Direction des musées 4, rue des Cordiers;6600;ANTIBES;www.antibes-juanslespins.com/fr/culture/musees;24/12,25/12;sept-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée Fernand Léger;Chemin Val de Pome;6410;BIOT;www.musee-fernandleger.fr ou http://www.musees-nationaux-alpesmaritimes.fr;;13-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée d'Histoire Locale;9, Rue Saint-Sébastien;6410;BIOT;http://musee-de-biot.fr/;;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée Renoir;Chemin des Collettes;6800;CAGNES-SUR-MER;www.cagnes-tourisme.com/renoir ou www.chez.com/renoir/cagnes.htm;;10-12:30,13:30-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée-Château de Cagnes;7, Place Grimaldi Haut de Cagnes;6800;CAGNES-SUR-MER;Site de la ville;;sept-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée de la Mer;Ile-Sainte-Marguerite;6400;CANNES;Site de la ville;24/12,25/12,11/11;13-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée de la Castre;Le Suquet;6400;CANNES;Site de la ville;01/11-01/04;sept-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée International de la Parfumerie;2, Boulevard du Jeu de Ballon;6130;GRASSE;www.museesdegrasse.com;24/12,25/12,11/11;9-12,14-17
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée d'Art et d'Histoire de Provence;2, Rue Mirabeau;6130;GRASSE;www.museesdegrasse.com;;sept-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Villa-Musée Jean-Honoré Fragonard;23, Boulevard Fragonard;6130;GRASSE;www.museesdegrasse.com;24/12,25/12;13-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée Bonnard;16 bd Sadi Carnot;6110;LE CANNET;www.museebonnard.fr;;9-12,14-17
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée des Beaux-Arts;3, Avenue de la Madone;6500;MENTON;Site de la ville;24/12,25/12;9-12,14-17
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée de Préhistoire Régionale;Rue Lorédan Larchey;6500;MENTON;Site de la ville;24/12,25/12,11/11;13-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée Jean Cocteau;Quai Napoleon III;6500;MENTON;Site de la ville;;10-12:30,13:30-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée National Message Biblique Marc Chagall;Avenue du Docteur Menard;6000;NICE;www.musees-nationaux-alpesmaritimes.fr;24/12,25/12;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée Matisse;164, Avenue des Arènes de Cimiez;6000;NICE;www.musee-matisse-nice.org;24/12,25/12,11/11;13-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée d'Art et d'Histoire;65, Rue de France;6000;NICE;http://www.nice.fr/mairie_nice_1489.html;24/12,25/12;13-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée Départemental des Arts Asiatiques;405, Promenade des Anglais - Arénas;6200;NICE;www.arts-asiatiques.com;;10-12:30,13:30-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée des Beaux-Arts Jules Chéret;33, Avenue des Baumettes;6000;NICE;www.musee-beaux-arts-nice.org;01/11-01/04;sept-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée d'Art Naïf Anatole Jakovsky;Château Ste Hélène Avenue de Fabron;6200;NICE;Site de la ville : www.nice.fr/Culture/Musees-et-expositions/Musee-d-Art-Naif;;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée Archéologique - Site de  Cimiez;Site de Cimiez 160, Avenue des Arènes;6000;NICE;www.musee-archeologique-nice.org ou www.musee-archeologique-nice.org/ ou www.nice-coteazur.org;;13-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Muséum d'Histoire Naturelle;60  Boulevard Risso;6300;NICE;www.mhnnice.org ou www.nice-coteazur.org;01/01,01/04,25/12;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée du Palais Lascaris;15, Rue Droite;6300;NICE;http://www.nice.fr/mairie_nice_131.html;;13-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée d'Art Moderne et d'Art Contemporain;Promenade des Arts;6300;NICE;www.mamac-nice.org;01/11-01/04;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée du Vieux-Logis de Nice;59, Avenue Saint Barthélémy;6000;NICE;Site de la ville de Nice;01/01,01/04,25/12;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée Archéologique - Site de Terra Amata;25, Boulevard Carnot;6364;NICE Cedex 04;www.musee-archeologique-nice.org;;
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Ecomusée du Pays de la Roudoule;Place des Tilleuls;6260;PUGET-ROSTANG;www.ecomusee-roudoule.fr;;10-12:30,13:30-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée Départemental des Merveilles;Avenue du 16 Septembre 1947;6430;TENDE;www.museedesmerveilles.com;;sept-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée Picasso la guerre et la paix à Vallauris;Place de la Libération;6220;VALLAURIS;www.musees-nationaux-alpesmaritimes.fr ou www.musee-picasso-vallauris.fr;;9-12,14-17
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musée Magnelli, Musée de la Céramique;Place de la Libération;6220;VALLAURIS;www.vallauris-golfe-juan.fr/musee.php;;10-12,14-18
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;NON;;Musées de la Citadelle;Citadelle de Villefranche sur Mer;6230;VILLEFRANCHE-SUR-MER;www.villefranche-sur-mer.org;;sept-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;OUI;;Musée du Parlement de Provence et du Vieil Aix;Hôtel Estienne-de-Saint-Jean 17, Rue Gaston de Saporta;13100;AIX-EN-PROVENCE;www.mairie-aixenprovence.fr/Musee-du-Vieil-Aix;24/12,25/12;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée du Pavillon de Vendôme;13, Rue de la Molle;13100;AIX-EN-PROVENCE;www.mairie-aixenprovence.fr/Pavillon-Vendome ou www.museum-aix-en-provence.org;;10-12,14-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée Granet;Place Saint-Jean de Malte;13100;AIX-EN-PROVENCE;www.museegranet-aixenprovence.fr;;13-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;OUI;;Musée Paul Arbaud;2 bis rue du Quatre-Septembre;13100;AIX-EN-PROVENCE;www.academiedaix.org;01/11-01/04;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée des Tapisseries;Ancien Palais de l'Archevêché Place des Martyrs-de-la-Résistance;13100;AIX-EN-PROVENCE;;24/12,25/12,11/11;sept-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée- Atelier de Paul Cézanne;9, Avenue Paul Cézanne;13090;AIX-EN-PROVENCE;www.atelier-cezanne.com;;10-12,14-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Muséum d'Histoire Naturelle;6, Rue Espariat;13100;AIX-EN-PROVENCE;www.museum-aix-en-provence.org;;10-12:30,13:30-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée Camarguais;Mas du Pont de Rousty;13200;ARLES;www.parc-camargue.fr;11/11,01/12-01/04;10-12:30,13:30-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;OUI;2017;Muséon Arlaten;29, Rue de la République;13200;ARLES;www.museonarlaten.fr;01/01,01/04,25/12;10-12,14-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée Réattu;10, Rue du Grand Prieuré;13200;ARLES;www.museereattu.arles.fr;11/11,01/12-01/04;sept-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée Départemental de l'Arles Antique;Presqu'île du Cirque Romain B.P. 205;13635;ARLES Cédex;www.arles-antiques.cg13.fr;01/11-01/04;10-12,14-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée de la Légion Etrangère;Quartier Vienot - DHPLE B.P. 21355;13784;AUBAGNE Cedex;http://samle.legion-etrangere.com;;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée Municipal Méditerranéen de Cassis A.T.P.;Rue Xavier-D'Authier;13260;CASSIS;Site de la ville - www.cassis.fr;24/12,25/12,11/11;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée Alphonse Daudet;Avenue des Moulins;13390;FONTVIEILLE;Site de la ville - www.fontvieille.provence.com;24/12,25/12;10-12,14-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée Archéologique d'Istres René Beaucaire;Pôle Intercommunal du Patrimoine Culturel B.P. 10647;13808;ISTRES Cedex;www.ouestprovence.fr;24/12,25/12;13-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée Ciotaden;1, Quai Ganteaume;13600;LA CIOTAT;www.museeciotaden.org;;10-12:30,13:30-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée Folklorique du Vieux Lambesc;2, rue du Jas;13410;LAMBESC;www.museelambesc.free.fr;;sept-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée d'Histoire et d'Archéologie des Baux-de-Provence;Ilot Post Tenebra Lux;13520;LES BAUX DE PROVENCE;;01/01,01/04,25/12;10-12:30,13:30-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Fondation Louis Jou;Grand-Rue Frédéric Mistral Le Village;13520;LES-BAUX-DE-PROVENCE;http://fondationlouisjou.pagesperso-orange.fr/LouisJou.html;24/12,25/12;9-12,14-17
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée Frédéric Mistral;11, avenue Lamartine;13910;MAILLANE;www.maillane.fr/tourisme/musee.php;;9-12,14-17
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée d'Arts Africains, Océaniens, Amérindiens;Centre de la Vieille Charité 2, rue de la Charité;13002;MARSEILLE;www.mairie-marseille.fr/vivre/culture/musees.htm;01/01,01/04,25/12;sept-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;OUI;;Musée Cantini;19, Rue Grignan;13006;MARSEILLE;www.mairie-marseille.fr/vivre/culture/musees/cantini.htm;;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée des Docks Romains;Place Vivaux;13002;MARSEILLE;Site de la ville;;10-12,14-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée d'Histoire de Marseille;Centre Bourse Square Belsunce;13001;MARSEILLE;www.mairie-marseille.fr;;13-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;OUI;;Cabinet des Monnaies et Médailles de Marseille;10, Rue Clovis Hugues Archives Municipales Palais des Beaux-Arts;13001;MARSEILLE;www.musees-mediterranee.org/43/fiche-musee.html;11/11,01/12-01/04;10-12,14-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée d'Archéologie Méditerranéenne;Centre de la Charité 2, rue de la Charité;13002;MARSEILLE;Site de la ville;;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;OUI;;Musée du Vieux Marseille;2, Rue de la Prison;13002;MARSEILLE;www.mairie-marseille.fr/vivre/culture/musees.htm;01/11-01/04;13-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;OUI;;Musée Borély;134, Avenue Clot-Bey;13008;MARSEILLE;;;10-12,14-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée de la Faïence;Château Pastré  157, Avenue de Montredon;13008;MARSEILLE;;01/01,01/04,25/12;13-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée Grobet-Labadié;140, Boulevard Longchamp;13001;MARSEILLE;www.marseille.fr;;9-12,14-17
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;OUI;2016;Musée des Beaux-Arts de Marseille;Palais Longchamp;13004;MARSEILLE;www.mairie-marseille.fr;24/12,25/12;10-12:30,13:30-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée d'Art Contemporain - Galeries Contemporaines;69, avenue d'Haïfa;13000;MARSEILLE;www.mairie-marseille.fr/vivre/culture/musees.htm;;10-12,14-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Muséum d'Histoire Naturelle;Palais Longchamp;13004;MARSEILLE;www.museum-marseille.org;;10-12:30,13:30-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;OUI;2016;Musée de la Mode;11 , Rue La Canebière;13001;MARSEILLE;Site de la ville - www.mairie-marseille.fr;24/12,25/12;10-12,14-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;MUCEM - Musée des Civilisations de l'Europe et de la Méditerranée;1 esplanade du J4;13002;MARSEILLE;http://www.mucem.org;;9-12,14-17
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée Ziem;Boulevard du 14 Juillet;13500;MARTIGUES;www-martigues.fr;;9-12,14-17
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée de l'Uniforme - Musée de la Légion Etrangère;"Domaine ""Capitaine-Danjou Chemin Pallière";13114;PUYLOUBIER;;;10-12:30,13:30-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée Suffren et du Vieux Saint-Cannat;Hôtel de Ville Place de la République;13760;SAINT-CANNAT;http://www.saint-cannat.fr/institutions-culturelles/espace-suffren.html;;10-12,14-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée Municipal Paul Lafran;Montée des Pénitents;13250;SAINT-CHAMAS;www.paullafran.free.fr (site des Amis du musée);11/11,01/12-01/04;13-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;OUI;;Musée Estrine;Hôtel Estrine 8, rue Estrine;13210;SAINT-REMY-DE-PROVENCE;www.ateliermuseal.net;01/01,01/04,25/12;10-12:30,13:30-18
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;NON;;Musée des Alpilles;1, Place Favier;13538;SAINT-REMY-DE-PROVENCE Cedex;www.musees.mediterannee.org;;13-18
