NOMREG;NOMDEP;VILLE;NOM DU MUSEE;ADR;CP;ANNREOUV;FERME;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;;;;;;;;;;
cx;wx;qs;za;re;ds;df;NON;ds;ez;ds
CHAMPAGNE-ARDENNE;HAUTE-MARNE;LANGRES Cedex;Musee d'Art et d'Histoire;Place du Centenaire B.P. 183;52204;;NON;En cours de realisation;24/12,25/12;
CHAMPAGNE-ARDENNE;HAUTE-MARNE;NOGENT;Musee de la Coutellerie;Place Charles de Gaulle B.P. 1;52800;;NON;http://www.ville-thiers.fr/Musee-de-la-Coutellerie;11/11,01/12-01/04;
CHAMPAGNE-ARDENNE;HAUTE-MARNE;SAINT-DIZIER;Musee Municipal;17, Rue de la Victoire;52100;;NON;Site de la mairie;;
CHAMPAGNE-ARDENNE;MARNE;CHALONS-EN-CHAMPAGNE;Musee Garinet;13, rue Pasteur;51000;;NON;;;
CHAMPAGNE-ARDENNE;MARNE;CHALONS-EN-CHAMPAGNE;Musee Municipal;Place Alexandre Godart;51000;;NON;;11/11,01/12-01/04;
CHAMPAGNE-ARDENNE;MARNE;CHALONS-EN-CHAMPAGNE;Musee du CloItre de Notre-Dame-en-Vaux;Rue Nicolas Durant;51000;;NON;;01/01,01/04,25/12;
CHAMPAGNE-ARDENNE;MARNE;EPERNAY;Musee Municipal d'Epernay;13, Avenue de Champagne;51200;;OUI;;24/12,25/12;
CHAMPAGNE-ARDENNE;MARNE;POURCY;Ecomusee de la Montagne de Reims;Maison du Parc Chemin de Nanteuil;51160;;OUI;www.parc-montagnedereims.fr;01/01,01/04,25/12;
CHAMPAGNE-ARDENNE;MARNE;REIMS;Musee HOtel le Vergeur;36, Place du Forum;51100;;NON;www.museelevergeur.com;;
CHAMPAGNE-ARDENNE;MARNE;REIMS;Musee de l'Ancien College des Jesuites;Direction de la Culture de la ville de Reims 1, place Museux;51100;;OUI;;11/11,01/12-01/04;
CHAMPAGNE-ARDENNE;MARNE;REIMS;Musee des Beaux-Arts de Saint-Denis;8, Rue Chanzy;51100;;NON;site de la ville;24/12,25/12,11/11;
CHAMPAGNE-ARDENNE;MARNE;REIMS;Musee Saint-Remi;53, rue Simon;51100;;NON;Site de la ville;24/12,25/12,11/11;
CHAMPAGNE-ARDENNE;MARNE;SAINTE-MENEHOULD;Musee de l'Argonne Viard-Morel;Place General Leclerc;51800;;OUI;;;
CORSE;CORSE DU SUD;AJACCIO;Musee de la Maison Bonaparte;Rue Saint-Charles;20000;;NON;www.musee-maisonbonaparte.fr - www.musees-nationaux-napoleoniens.org;01/11-01/04;
CORSE;CORSE DU SUD;AJACCIO;Musee Fesch;50-52, rue du Cardinal Fesch;20000;;NON;www.musee-fesch.com;24/12,25/12,11/11;
CORSE;CORSE DU SUD;AJACCIO;Musee Napoleonien;Hotel de Ville Avenue Antoine Serafini;20000;;NON;http://www.napoleon.org ou http://www.ajaccio.fr/;;
CORSE;CORSE DU SUD;LEVIE;Musee de l'Alta Rocca;Avenue Lieutenant Aviateur de Peretti Quartier Pratu;20170;;NON;http://www.levie-altarocca.com;01/01,01/04,25/12;
CORSE;CORSE DU SUD;SARTENE;Musee de Prehistoire Corse;Boulevard Jacques Nicolai;20100;;OUI;;11/11,01/12-01/04;
CORSE;HAUTE-CORSE;ALERIA;Musee Departemental d'Archeologie d'Aleria;Fort de Matra;20270;;NON;www.cg2b.fr;24/12,25/12;
CORSE;HAUTE-CORSE;BASTIA Cedex;Musee de Bastia;Mairie de Bastia Avenue Pierre Giudicelli;20410;;NON;www.musee-bastia.com;24/12,25/12;
CORSE;HAUTE-CORSE;CORTE;Musee de la Corse;La Citadelle B.P. 73;20250;;NON;www.musee-corse.com;;
CORSE;HAUTE-CORSE;LUCCIANA;Musee Archeologique de Mariana - Prince Rainier III de Monaco;Mairie de Lucciana;20290;2016OUI;OUI;;24/12,25/12,11/11;
CORSE;HAUTE-CORSE;MOROSAGLIA;Musee Departemental Pascal Paoli;Hameau de la Stretta 20261;20218;;NON;www.cg2b.fr;;
FRANCHE-COMTE;DOUBS;BESANCON;Musee Comtois;LA CITADELLE Rue des Fusilles;25000;;NON;www.citadelle.com;11/11,01/12-01/04;
FRANCHE-COMTE;DOUBS;BESANCON;Musee des Beaux-Arts et d'Archeologie;1, Place de la Revolution;25000;;NON;www.musee-arts-besancon.org;01/01,01/04,25/12;
FRANCHE-COMTE;DOUBS;BESANCON;Museum de Besançon;La Citadelle Rue des Fusilles de la Resistance;25000;;NON;Site de la ville;01/11-01/04;
FRANCHE-COMTE;DOUBS;BESANCON;Musee de la resistance et de la Deportation;La Citadelle Rue des Fusilles;25000;;NON;site de la ville;;
FRANCHE-COMTE;DOUBS;BESANCON;Musee du Temps;96, Grande rue;25000;;NON;www.besancon.fr/museedutemps;;
FRANCHE-COMTE;DOUBS;MONTBELIARD;Musee Beurnier-Rossel;8, Place Saint-Martin B.P. 95287;25200;;NON;Site du pays de Montbeliard;;
FRANCHE-COMTE;DOUBS;MONTBELIARD Cedex;Musee du Château des Ducs de Wurtemberg;B.P. 95287;25205;;NON;www.château-montbeliard.net ou site du pays de montbeliard;;
FRANCHE-COMTE;DOUBS;NANCRAY;Musee de Plein Air des Maisons Comtoises;Rue du Musee;25360;;NON;www.maisons-comtoises.org;11/11,01/12-01/04;
FRANCHE-COMTE;DOUBS;ORNANS;Musee-Maison Natale Gustave Courbet;Place Robert Fernier;25290;;NON;http://www.musee-courbet.fr;24/12,25/12;
FRANCHE-COMTE;DOUBS;PONTARLIER;Musee de Pontarlier;2, Place d'Arçon;25300;;NON;Site de la ville;;
FRANCHE-COMTE;HAUTE-SAONE;CHAMPLITTE;Musee Departemental Albert Demard;Château de Champlitte;70600;;NON;www.cg70.fr/decouvertes/musee;;
FRANCHE-COMTE;HAUTE-SAONE;FOUGEROLLES;Ecomusee du Pays de la Cerise;206, Le Petit Fahyr;70220;;NON;www.musees-des-techniques.org;;
FRANCHE-COMTE;HAUTE-SAONE;GRAY Cedex;Musee Baron Martin;6, rue Pigalle B.P. 89;70103;;NON;site des musees de la region ou site de la ville;;
FRANCHE-COMTE;HAUTE-SAONE;LE HAUT-DU-THEM;Musee Departemental de la Montagne Albert Demard;Château-Lambert;70440;;NON;www.musees-franchecomte.com;;
FRANCHE-COMTE;HAUTE-SAONE;LUXEUIL-LES-BAINS;Musee de la Tour des Echevins;36, Rue Victor Genoux;70300;;NON;www.luxeuil.fr;01/11-01/04;
FRANCHE-COMTE;HAUTE-SAONE;VESOUL;Musee Georges Garret;1, Rue des Ursulines;70000;;NON;Site des musees de la region;;
FRANCHE-COMTE;JURA;ARBOIS;Musee Sarret de Grozon;Grande Rue;39600;;NON;Site des musees de la region;;
FRANCHE-COMTE;JURA;ARBOIS;Musee de la Vigne et du Vin;Château Pecauld B.P. 41;39600;;NON;http://www.juramusees.com/musee-vigne-vin/musee-vigne-vin.htm;01/01,01/04,25/12;
FRANCHE-COMTE;JURA;CHAMPAGNOLE;Musee Municipal d'Archeologie;26, rue Baronne Delort;39300;;NON;www.tourisme.champagnole.com;;
FRANCHE-COMTE;JURA;DOLE;Musee des Beaux-Arts;Place Philibert de Châlon;39000;;NON;Site des musees de la region;01/01,01/04,25/12;
FRANCHE-COMTE;JURA;LONS-LE-SAUNIER;Musee d'Archeologie;7, Rue des Cordeliers;39000;;OUI;Site de la ville;11/11,01/12-01/04;
FRANCHE-COMTE;JURA;MOIRANS-EN-MONTAGNE;Musee du Jouet;5, Rue du Murgin;39260;;OUI;www.musee-du-jouet.fr et Site des musees de la region;01/01,01/04,25/12;
FRANCHE-COMTE;JURA;MOREZ;Viseum-Musee de la Lunette;Place Jean Jaures;39400;;NON;www.musee-lunette.fr ou www.musees-franchecomte.com;24/12,25/12;
FRANCHE-COMTE;JURA;POLIGNY;Musee Municipal de Poligny;HOtel de Ville 49, Grande Rue;39800;;OUI;;01/01,01/04,25/12;
FRANCHE-COMTE;JURA;SAINT-CLAUDE;Musee de l'Abbaye/Donations Guy Bardone - Rene Genis;3, Place de l'Abbaye;39200;;NON;Site des musees de la region;01/11-01/04;
FRANCHE-COMTE;JURA;SALINS-LES-BAINS;Musee Max Claudet;Place des Salines;39110;;OUI;http://www.juramusees.fr/1/musee/musees/beaux_arts/musee_max_claudet_salins_les_bains.html;;
FRANCHE-COMTE;JURA;SALINS-LES-BAINS;Musee des Salines;Place des Salines;39110;;NON;www.salinesdessalins.com ou www.musees-des-techniques.org;24/12,25/12,11/11;
FRANCHE-COMTE;JURA;VOITEUR;Musee de l'Artisanat Jurassien;Abbaye de Baume-Les-Messieurs;39210;;OUI;;24/12,25/12,11/11;
FRANCHE-COMTE;TERRITOIRE DE BELFORT;BEAUCOURT;Musee Frederic Japy;16, Rue Frederic Japy;90500;;NON;www.musees-des-techniques.org;24/12,25/12,11/11;
FRANCHE-COMTE;TERRITOIRE DE BELFORT;BELFORT cedex;Musee d'Art et d'Histoire;Château de Belfort B.P. 733;90020;;NON;www.musees-franchecomte.com;11/11,01/12-01/04;
FRANCHE-COMTE;TERRITOIRE DE BELFORT;BELFORT Cedex;Donation Maurice Jardot;Musee(s) de Belfort B.P. 20223;90004;;NON;www.musees-franchecomte.com;11/11,01/12-01/04;
FRANCHE-COMTE;TERRITOIRE DE BELFORT;ETUEFFONT;Forge-Musee;2, Rue de Lamadeleine;90170;;NON;www.musees-des-techniques.org ou www.cc-pays-sous-vosgien.fr;;
GUADELOUPE;GUADELOUPE;BASSE TERRE -GUADELOUPE-;Musee de l'histoire de la Guadeloupe;Fort Louis Delgres;97100;;OUI;;;
GUADELOUPE;GUADELOUPE;GRAND-BOURG de MARIE-GALANTE;Ecomusee de Marie-Galante;Habitation Murat;97112;;OUI;;01/11-01/04;
GUADELOUPE;GUADELOUPE;LE MOULE;Musee Precolombien Edgar Clerc;440 Route de la Rosette;97160;;NON;www.cg971.fr/musees/clerc/index_edgar.htm;;
GUADELOUPE;GUADELOUPE;POINTE-A-PITRE;Musee Municipal Saint-John Perse;9, rue de Noziere;97110;;NON;www.sjperse.org/museesjp.htm;24/12,25/12;
GUADELOUPE;GUADELOUPE;POINTE-A-PITRE;Musee l'Herminier;Office du Tourisme 1 Centre Commercial Marina;97110;;OUI;;24/12,25/12,11/11;
GUADELOUPE;GUADELOUPE;POINTE-A-PITRE -GUADELOUPE;Musee Schoelcher;24, Rue Peynier;97110;;NON;www.cg971.fr/musees/schoelcher/index_schoecher.htm;24/12,25/12,11/11;
GUYANE;GUYANE;CAYENNE;Musee des Cultures Guyanaises;78, Rue Mme Paye;97300;;NON;www.mcg973.org;11/11,01/12-01/04;
GUYANE;GUYANE;CAYENNE - GUYANE;Musee Departemental Alexandre Franconie;1, Avenue du General-de-Gaulle;97300;;NON;;;
GUYANE;GUYANE;REGINA;Ecomusee Municipal d'Approuague-Kaw;Rue Gaston Monnerville Le Bourg;97390;;NON;;11/11,01/12-01/04;
ILE-DE-FRANCE;ESSONNE;BIEVRES;Musee Français de la Photographie;78, Rue de Paris;91570;;NON;www.museedelaphoto.fr;11/11,01/12-01/04;
ILE-DE-FRANCE;ESSONNE;BOUSSY-SAINT-ANTOINE;Musee Dunoyer de Segonzac;5, Place des Droits de l'Homme;91800;;NON;;;
ILE-DE-FRANCE;ESSONNE;BRUNOY;Musee Municipal Robert Dubois-Corneau;16, Rue du Reveillon;91800;;NON;www.brunoy.fr;01/01,01/04,25/12;
ILE-DE-FRANCE;ESSONNE;DOURDAN;Musee du Château;Place du General de Gaulle;91410;;NON;Site de la ville - www.mairie-dourdan.fr;24/12,25/12,11/11;
ILE-DE-FRANCE;ESSONNE;ETAMPES Cedex;Musee Intercommunal d'Etampes;Mairie d'Etampes B.P. 109;91152;;NON;site de la ville;;
ILE-DE-FRANCE;HAUTS DE SEINE;BOULOGNE-BILLANCOURT;Musee des Annees Trente;Espace Landowski 28, avenue Andre Morizet;92100;;NON;Site de l'association des amis -  www.annees30.com/;;
ILE-DE-FRANCE;HAUTS DE SEINE;BOULOGNE-BILLANCOURT;Musee-Jardin Paul Landowski;14, Rue Max Blondat;92100;;NON;;24/12,25/12;
ILE-DE-FRANCE;HAUTS DE SEINE;BOULOGNE-BILLANCOURT;Musee Belmondo et de la Sculpture Figurative du XXe siecle;Château Buchillot 14, Rue de l'Abreuvoir;92100;;NON;http://www.boulognebillancourt.com;11/11,01/12-01/04;
ILE-DE-FRANCE;HAUTS DE SEINE;BOULOGNE-BILLANCOURT;Musee Departemental Albert-Kahn;10-14, Rue du Port;92100;;NON;www.albert-kahn.fr;24/12,25/12,11/11;
ILE-DE-FRANCE;HAUTS DE SEINE;CLAMART;Fondation Arp;21, Rue des Châtaigniers;92140;;NON;www.fondationarp.org;;
ILE-DE-FRANCE;HAUTS DE SEINE;COLOMBES;Musee Municipal d'Art et d'Histoire;2, Rue Gabriel Peri;92700;;NON;Site de la ville - www.mairie-colombes.fr;01/01,01/04,25/12;
ILE-DE-FRANCE;HAUTS DE SEINE;COURBEVOIE;Musee Roybet Fould;Parc de Becon 178, Boulevard Saint Denis;92400;;NON;;;
ILE-DE-FRANCE;HAUTS DE SEINE;COURBEVOIE;Musee des Travaux Publics;Mairie de Courbevoie;92400;;OUI;Site de la ville;01/01,01/04,25/12;
ILE-DE-FRANCE;HAUTS DE SEINE;ISSY-LES-MOULINEAUX;Musee Français de la Carte a Jouer;16, Rue Auguste Gervais;92130;;NON;www.issy.com/musee;;
ILE-DE-FRANCE;HAUTS DE SEINE;MEUDON;Musee - Atelier Rodin;19, Avenue Auguste Rodin;92190;;NON;www.musee-rodin.fr;24/12,25/12;
ILE-DE-FRANCE;HAUTS DE SEINE;MEUDON;Musee d'Art et d'Histoire;11, Rue des Pierres;92190;;OUI;www.ville-meudon.fr/meudon/culture-et-patrimoine/copy5_of_structures-culturelles;;
ILE-DE-FRANCE;HAUTS DE SEINE;NEUILLY-SUR-SEINE;Musee des Automates;HOtel Arturo Lopez 12, Rue du Centre;92200;;OUI;;11/11,01/12-01/04;
ILE-DE-FRANCE;HAUTS DE SEINE;RUEIL-MALMAISON;Musee National des Châteaux de Malmaison et de Bois-Preau;Avenue du Château de Malmaison;92500;;NON;www.chateau-malmaison.fr;;
ILE-DE-FRANCE;HAUTS DE SEINE;RUEIL-MALMAISON Cedex;Musee Franco-Suisse;13, Boulevard Foch;92501;;NON;Site de la mairie : /www.mairie-rueilmalmaison.fr;;
ILE-DE-FRANCE;HAUTS DE SEINE;RUEIL-MALMAISON Cedex;Musee d'Histoire Locale - Memoire de la Ville;13, Boulevard Foch;92501;;NON;Site de la mairie : /www.mairie-rueilmalmaison.fr;;
ILE-DE-FRANCE;HAUTS DE SEINE;SAINT-CLOUD;Musee Municipal de Saint-Cloud;"""Jardin des Avelines"" 60, Rue Gounod";92210;;NON;www.ville-saint-cloud.fr/temps_libre/musee.htm;24/12,25/12,11/11;
ILE-DE-FRANCE;HAUTS DE SEINE;SCEAUX;Musee de l'Ile de France;;92330;;NON;www.chateau-sceaux.fr ou/www.domaine-de-sceaux.fr (site du conseil general) ou www.sceaux.fr;01/01,01/04,25/12;
ILE-DE-FRANCE;HAUTS DE SEINE;SEVRES;Sevres - Cite de la Ceramique;2, Place de la Manufacture;92310;;NON;www.sevresciteceramique.fr;11/11,01/12-01/04;
ILE-DE-FRANCE;HAUTS DE SEINE;SURESNES;Musee Rene Sordes;Avenue Charles de Gaulle Passerelle des Arts;92150;2018NON;NON;www.ville-suresnes.fr/indexfin.html;;
ILE-DE-FRANCE;PARIS;PARIS;Musee National du Moyen Age-Thermes de Cluny;6, Place Paul Painleve;75005;;NON;www.musee-moyenage.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Musee de la Chasse et de la Nature;60, rue des Archives;75003;;NON;www.chassenature.org/;;
ILE-DE-FRANCE;PARIS;PARIS;Musee d'Art et d'Histoire du Judaïsme;HOtel de Saint-Aignan 71, Rue du Temple;75003;;NON;www.mahj.org;11/11,01/12-01/04;
ILE-DE-FRANCE;PARIS;PARIS;Musee National Picasso;HOtel Sale 5, Rue de Thorigny;75003;;OUI;www.musee-picasso.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Musee Cognacq-Jay, Musee du XVIIIe siecle de la ville de Paris;8, Rue Elzevir;75003;;NON;www.cognacq-jay.paris.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Musee Carnavalet-Histoire de Paris;23, Rue de Sevigne;75003;;NON;www.paris.fr/musees/musee_carnavalet;;
ILE-DE-FRANCE;PARIS;PARIS;Galerie d’entomologie (Museum national d'histoire naturelle);57, Rue Cuvier;75005;;OUI;www.mnhn.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Musee de l'Assistance Publique - HOpitaux de Paris;10, Rue des Fosses Saint-Marcel;75005;;NON;www.aphp.fr;11/11,01/12-01/04;
ILE-DE-FRANCE;PARIS;PARIS;Galerie d'Anatomie Comparee et de Paleontologie (Museum d'Histoire Naturelle);Jardin des Plantes 2, rue Buffon;75005;;NON;www.mnhn.fr;24/12,25/12,11/11;
ILE-DE-FRANCE;PARIS;PARIS;Galerie de Botanique (Museum National National d'Histoire Naturelle);;75005;;OUI;;24/12,25/12;
ILE-DE-FRANCE;PARIS;PARIS;Galerie de Mineralogie et de Geologie (Museum d'Histoire Naturelle);Jardin des Plantes 36, Rue Geoffroy Saint-Hilaire;75005;2016OUI;OUI;www.mnhn.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Maison de Victor Hugo;6, Place des Vosges;75004;;NON;www.musee-hugo.paris.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Crypte Archeologique du Parvis Notre-Dame;7, Parvis Notre-Dame Place Jean Paul II;75004;;NON;http://crypte.paris.fr/;01/11-01/04;
ILE-DE-FRANCE;PARIS;PARIS;Musees Arts Decoratifs  Mode et du Textile;107, Rue de Rivoli;75001;;NON;www.lesartsdecoratifs.fr;24/12,25/12,11/11;
ILE-DE-FRANCE;PARIS;PARIS;Musee National Eugene Delacroix;6, Rue Furstenberg;75006;;NON;www.musee-delacroix.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Grande Galerie de l'Evolution (Museum National d'Histoire Naturelle);Jardin des Plantes 36, rue Geoffroy Saint-Hilaire;75005;;NON;www.mnhn.fr;01/01,01/04,25/12;
ILE-DE-FRANCE;PARIS;PARIS;Musee de l'Armee;HOtel National des Invalides 129, rue de Grenelle;75007;;NON;www.invalides.org;11/11,01/12-01/04;
ILE-DE-FRANCE;PARIS;PARIS;Maison de Balzac;47, rue Raynouard;75016;;NON;www.balzac.paris.fr;01/11-01/04;
ILE-DE-FRANCE;PARIS;PARIS;Musee du Louvre;34, Quai du Louvre;75001;;NON;www.louvre.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Musee National de la Marine;17, Place du Trocadero;75116;;NON;www.musee-marine.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Memorial du Marechal Leclerc de Hauteclocque et de la Liberation de Paris - Musee Jean Moulin;23, Allee de la 2eme DB;75015;;NON;www.ml-leclerc-moulin.paris.fr;24/12,25/12,11/11;
ILE-DE-FRANCE;PARIS;PARIS;Musee National du Sport;93, avenue de France;75013;;NON;www.museedusport.fr;24/12,25/12,11/11;
ILE-DE-FRANCE;PARIS;PARIS;Musee Jean-Jacques Henner;43, Avenue de Villiers;75017;;NON;www.musee-henner.fr ou www.henner-intime.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Musee de Montmartre;12, Rue Cortot;75018;;NON;www.museedemontmartre.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Musee Bouchard;25, Rue de l'Yvette;75016;;OUI;www.musee-bouchard.com;;
ILE-DE-FRANCE;PARIS;PARIS;Musee Cernuschi, Musee des Arts de l'Asie de la ville de Paris;7, Avenue Velasquez;75008;;NON;www.cernuschi.paris.fr;11/11,01/12-01/04;
ILE-DE-FRANCE;PARIS;PARIS;Les Catacombes;1, avenue du Colonel Henri Rol-Tanguy (Place Denfert-Rochereau);75014;;NON;www.catacombes-de-paris.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Musee Zadkine;100 bis, rue d'Assas;75006;;NON;www.zadkine.paris.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Musee Galliera - Musee de la Mode de la ville de Paris;10, Avenue Pierre 1er de Serbie;75116;;OUI;www.galliera.paris.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Etablissement Public du Musee d'Orsay;62, Rue de Lille;75007;;NON;www.musee-orsay.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Musee National de la Legion d'Honneur et des Ordres de Chevalerie;2, Rue de la Legion d'Honneur;75007;;NON;www.musee-legiondhonneur.fr;01/01,01/04,25/12;
ILE-DE-FRANCE;PARIS;PARIS;Musee de la Musique;221, Avenue Jean-Jaures;75019;;NON;www.cite-musique.fr;01/11-01/04;
ILE-DE-FRANCE;PARIS;PARIS;Petit Palais, Musee des Beaux-Arts de la ville de Paris;Avenue Winston-Churchill;75008;;NON;www.petitpalais.paris.fr;01/11-01/04;
ILE-DE-FRANCE;PARIS;PARIS;Musee de la Vie Romantique;16, Rue Chaptal;75009;;NON;http://www.paris.fr/portail/Culture/Portal.lut?page_id=5851;;
ILE-DE-FRANCE;PARIS;PARIS;Musee de la Publicite (Les Arts Decoratifs);107, Rue de Rivoli;75010;;NON;www.museedelapub.org et www.lesartsdecoratifs.fr/;;
ILE-DE-FRANCE;PARIS;PARIS;Etablissement public de la Porte Doree - Aquarium Tropical;293, avenue Daumesnil;75012;;NON;www.aquarium-portedoree.fr;01/11-01/04;
ILE-DE-FRANCE;PARIS;PARIS;etablissement Public de la Porte Doree - Cite Nationale de l’Histoire de l’Immigration;Palais de la Porte Doree 293, avenue Daumesnil;75012;;NON;www.histoire-immigration.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Musee Lenine;4 rue Marie-Rose;75014;;OUI;;;
ILE-DE-FRANCE;PARIS;PARIS;Musee Nissim de Camondo (Les Arts Decoratifs);63, Rue de Monceau;75008;;NON;www.lesartsdecoratifs.fr/;24/12,25/12;
ILE-DE-FRANCE;PARIS;PARIS;Musee Hebert;HOtel de Montmorency-Bours 85, Rue du Cherche Midi;75006;;OUI;;;
ILE-DE-FRANCE;PARIS;PARIS;Musee des Monuments Français;Palais de Chaillot 1, Place du Trocadero et du 11 Novembre;75116;;NON;www.citechaillot.fr;11/11,01/12-01/04;
ILE-DE-FRANCE;PARIS;PARIS;Institut du Monde Arabe;1, Rue des Fosses Saint-Bernard Place Mohammed V;;;NON;www.imarabe.org;24/12,25/12,11/11;
ILE-DE-FRANCE;PARIS;PARIS;Musees des Arts Decoratifs;107, Rue de Rivoli;75001;;NON;www.lesartsdecoratifs.fr/;;
ILE-DE-FRANCE;PARIS;PARIS;Musee National Auguste Rodin;HOtel Biron 77, rue de Varenne;75007;;NON;www.musee-rodin.fr;01/11-01/04;
ILE-DE-FRANCE;PARIS;PARIS;Musee National Gustave Moreau;14, Rue de la Rochefoucauld;75009;;NON;www.musee-moreau.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Musee de la Franc-Maçonnerie;16, Rue Cadet;75009;;NON;www.museefm.org;;
ILE-DE-FRANCE;PARIS;PARIS;Musee National de L'Orangerie des Tuileries;Jardin des Tuileries;75001;;NON;www.musee-orangerie.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Musee d'Art Moderne de la ville de Paris;11, Avenue du Pdt Wilson;75116;;NON;www.mam.paris.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Musee d'Ennery;59, Avenue Foch;75116;;NON;www.guimet.fr;24/12,25/12;
ILE-DE-FRANCE;PARIS;PARIS;M.U.C.E.M. - Musee des ATP;6, Avenue du Mahatma Gandhi;75116;2015OUI;OUI;www.musee-europemediterranee.org;;
ILE-DE-FRANCE;PARIS;PARIS;Musee Bourdelle;16, Rue Antoine Bourdelle;75015;;NON;www.bourdelle.paris.fr;;
ILE-DE-FRANCE;PARIS;PARIS;Musee de l'Homme (Museum National d'Histoire Naturelle);Place du Trocadero;75116;2018OUI;OUI;www.mnhn.fr;24/12,25/12;
ILE-DE-FRANCE;PARIS;PARIS;Etablissement Public du Musee des Arts Asiatiques Guimet;6, Place d'Iena;75116;;NON;www.museeguimet.fr;;
ILE-DE-FRANCE;PARIS;PARIS cedex 03;Musee National des Techniques (Conservatoire National des Arts et Metiers);292, rue Saint-Martin;75141;;NON;www.arts-et-metiers.net;;
ILE-DE-FRANCE;PARIS;PARIS Cedex 04;Musee National d'Art Moderne (Centre National d'Art et de Culture Georges Pompidou);Place Georges Pompidou;75191;;NON;www.centrepompidou.fr;24/12,25/12;
ILE-DE-FRANCE;PARIS;PARIS Cedex 05;Musee du Service de Sante des Armees du Val-de-Grâce;1, Place Alphonse Laveran;75230;;NON;www.valdegrace.org;;
ILE-DE-FRANCE;PARIS;PARIS Cedex 06;Musee des Monnaies et des Medailles;11, Quai de Conti;75270;2017OUI;OUI;www.monnaiedeparis.fr;01/11-01/04;
ILE-DE-FRANCE;PARIS;PARIS cedex 07;Musee du Quai Branly;222, rue de l'Universite;75343;;NON;www.quaibranly.fr;;
ILE-DE-FRANCE;PARIS;PARIS Cedex 15;L'Adresse Musee de la Poste;34, Boulevard de Vaugirard;75731;;NON;www.museedelaposte.fr ou www.laposte.fr/musee;24/12,25/12;
ILE-DE-FRANCE;SEINE ET MARNE;BARBIZON;Musee Departemental de l'Ecole de Barbizon - Auberge Ganne;92, Grande Rue;77630;;NON;"www.seine-et-marne.fr (rubrique ""loisirs/musees departementaux)";;
ILE-DE-FRANCE;SEINE ET MARNE;CHELLES;Musee Municipal de Chelles Alfred Bonno;Place de la Republique;77500;;NON;www.chelles.fr/Culture/Musee-Alfred-Bonno;11/11,01/12-01/04;
ILE-DE-FRANCE;SEINE ET MARNE;CHELLES;Musee des Transports Urbains, Interurbains et Ruraux;1, Rue Gabriel de Mortillet;77500;;OUI;www.amtuir.org;24/12,25/12,11/11;
ILE-DE-FRANCE;SEINE ET MARNE;COULOMMIERS cedex;Musee Municipal des Capucins;HOtel de Ville B.P. 171;77527;;NON;www.tourisme77.fr ou www.coulommiers.fr;11/11,01/12-01/04;
ILE-DE-FRANCE;SEINE ET MARNE;COUPVRAY;Maison Natale de Louis Braille;13, Rue Louis-Braille;77700;;NON;www.braillenet.org/louis_braille/maisnat.htm;11/11,01/12-01/04;
ILE-DE-FRANCE;SEINE ET MARNE;CRECY-LA-CHAPELLE;Musee Municipal;;77580;;OUI;dgs@crecylachapelle.eu;;
ILE-DE-FRANCE;SEINE ET MARNE;FONTAINEBLEAU;Musee d'Art et d'Histoire Militaire;88, Rue St-Honore;77300;;OUI;;24/12,25/12;
ILE-DE-FRANCE;SEINE ET MARNE;FONTAINEBLEAU;Musee du Château de Fontainebleau;Château de Fontainebleau;77300;;NON;www.châteaudefontainebleau.fr;11/11,01/12-01/04;
ILE-DE-FRANCE;SEINE ET MARNE;LAGNY-SUR-MARNE;Musee Gatien Bonnet;8, Cour Pierre Herbin;77405;;NON;Site de la ville;01/11-01/04;
ILE-DE-FRANCE;SEINE ET MARNE;LE MEE-SUR-SEINE;Musee Henri Chapu;937, Rue Chapu;77350;;NON;Site de la ville;;
ILE-DE-FRANCE;SEINE ET MARNE;MEAUX;Musee Bossuet;5, Place Charles de Gaulle;77100;;NON;site de la ville - www.ville-meaux.fr;11/11,01/12-01/04;
ILE-DE-FRANCE;SEINE ET MARNE;MEAUX;Musee de la Grande Guerre du Pays de Meaux;Rue Lazare Ponticelli;77100;;OUI;www.museedelagrandeguerre.eu;01/11-01/04;
